spam,今、アイツなんて死刑だとか死ねばいいとか思っている人がいるかも知れ無い。でもね、その思考は『悪』なんだよ。 冷静になって判断し行動する 『心穏やかに』とはそういうこと
spam,「ちゃんと底辺飯食べててエラい」っていうのはバカ右指差し お前らほんと死ね握りこぶし まじで握りこぶし死ね、バカ。 そういう奴らが大嫌いなんだよ。 底辺飯はおいしいから食べんの
spam,・「野菜ちゃんととっててえらい」って言われるのが腹立つ→わかる ・野菜がおいしいと思って食べてるのに健康のために野菜を食べてるみたいな言われ方をするのがむかつく→わかる ・激昂して死ね死ねと罵倒→とりあえず政治にだけは関わらないでほしい
spam,こういう女死ねばいいと思う 挨拶もできない奴が何言ってんだよ
spam,もう、うさぎを棄てるのは止めようよがっかりしたが安心した顔 小さな我が子を棄てたら生きて生けるのかよ… 飼いうさぎも同じで死ねと棄てるのと同じなんだよ!!マーク どうしても一緒に住めなくなったら里親を探す努力をやれよふくれ顔
spam,そんなつぶらな瞳しても可愛くねえよアホ死ね
spam,ダースドラゴンの炎で死ね
spam,消費減税を する →あれだけ反対されたのに強行した責任はどうした！アベ死ね！ しない →市民(国民とは言ってない)たちが苦しんでるのに何やってんだ！アベ死ね！ 一時的な措置として減税 →恒久的な税制を考えろ！アベ死ね！ 戻すとき →市民たちが苦しんでるのに増税か！大義がない！アベ死ね！
spam,射撃機の癖に前格拘束ヘッドバット死ね
spam,敗北ポーズ可愛すぎんだよ死ね
spam,サブハート型に展開すんな死ね
spam,てけーアナルバイブが抜けなくなって死ね
spam,ブロスター眼鏡ロトムのボルチェンで死ね
spam,《自動呟き》浮きながら寝るな死ね
spam,ヤニカス死ね
spam,☆少ないのに語るなしね
spam,課金していいカード出なくて死ね
spam,メイン撃つな死ね
spam,天安門くそ中国死ね死ね事件の日とかなんかおもろいな。
spam,そんなつぶらな瞳しても可愛くねえよアホ死ね
spam,「死ね」
spam,うわーーん号泣号泣号泣 キリギリスきもいよーーーー 死ね カウルの中入った死ね
spam,死ねボケ
spam,怖すぎる こういうキモいおっさんはみんな死ねば良いと思う
spam,EA死ね
spam,かわいい絵文字使うのやめろ。死ね。
spam,これキモすぎだろwwwwwwww
spam,よう実見たのでピクシブ百科で主人公の欄覗いたんだけど、一文からキモすぎて笑っちゃった挙手口を開けて冷や汗をかいた笑顔
spam,先週の速見瀬奈登場シーンでのコメント、これぞ子供向け番組のヒロインをクソキモい目で見てるお前らって感じで最高にキモくて好き
spam,えたぼうくんに対する僕の返信キモくない？大丈夫？口を手で覆った顔
spam,中学の時保体の授業でセックスの範囲になった時、男の先生が教壇で「お酒を飲んだ時とか、2人きりになったとかに「やらせてくれ」なんて言ってくる人がいるかも知れませんが女子のみなさんは自分を安売りしないでください！」って言われたんだけど今思うとマジでキモいな 男子にも言えよ
spam,は？キモ死ねよ((
spam,Twitterで女の子がエッチな言葉を発しているとつい僕も興奮しちゃう…♡ まあ誰とは言わんけどFFのあるナオンだけは一線越えてキモいから全く興奮しない
spam,これは流石に晒しますね キモすぎます笑 まあ何言われようがどうでもいいですけど
spam,晒して炎上する偽善よく見るけどさ、フォロワーが一人でここまで燃える事あるの？wwwまぁ相変わらずコメ欄も「ぜー金呼ぼうか？」とかキモい偽善わいてて安定だったw
spam,キモいキモいキモい ね ばいい あたし文句あるなら 直でいいな ブス野郎ども！
spam,じゃあなんでAV見たりするの？なんできりたんぽやあのちゃんとか可愛いと思ってん？みんなキモいんじゃないの？？？そもそもそんな人がTik Tok見る為に入れんよね？キモいって言いながら可愛い女の子の画像とか動画見てフォローしてんのがいっっちばんキモい
spam,このタグ一生使うことないと思ってたけどバトアリでこれ流石にキモすぎるので失礼します死んだ方がいい(^ ^)
spam,制服が懐かしい.... てか学生の時からよくみんなで言ってたけど、なんで全国の制服がこんなして売ってあるんだろ？？ よくみんなで、キモいおやじが買ってるんかな？って話してたなー笑
spam,キモい
spam,最近気持ち悪いツイート多いのでアカウント分けました(☝ ՞ਊ ՞)☝ 発言の9割がキモキモのキモなのでご注意を。
spam,これキモすぎだろwwwwwwww
spam,この人の声とかなんも知らんけどキモくね 歌い手ってこんなもんか
spam,キモいキモいキモい
spam,このヘルメス、何か昔の石田純一みたいでキモいんだけど、キモいんだけど、何故か憎めない。
spam,キモすぎて草
spam,キモ死ねカス消えろ( ´ • ω • ` )
spam,こいつマジでキモいんだが しかも反対意見の人片っ端からさらして説教してんのヤバいだろwww
spam,キモ過ぎてブロック通知うるさすぎ いちいち反応してくんなゴミが 何正論かまされてムカついて裏垢作ってそこで吐くってきも もう無理どんだけ無理かは画像の通り キットさんには申し訳ないけど頓知気ファミリー以外のメンバーは全員かもです。 本日を持ちまして抜けます
spam,スプロケの話してんのにデュラのstiの画像リプしてんのキモすぎて
spam,荒野の出会い厨は若者だけではない。 40歳の人でもゴリゴリ出会い厨 この人はほんまにキモかった １回も荒野したことないし声も聞いたことないのに好きだとか、自慢話だとかうざいしかなかった。 青ロケコメがギャルだらけの人はだいたい同じタイプWWW
spam,財布の中の金キモすぎ
spam,さすがにキモすぎて草
spam,男キモいしね。まじで死ね。キモいキモいキモい。
spam,なんやこれキモすぎやろ
spam,え、なぁ誰か助けて推し様とのLINEをニヤニヤしながら見返したてたらいきなり返信きて秒で既読つけてしまったんやけどどうしよう しかもさっきはっやとか送られてきたし最悪 てゆか同クラの男子推しとか言ってるあいみキモない？まじで
spam,76十字とかキモすぎンゴねぇ
spam,ツイッターで下品なことばかり書き「変態ツイートばかりでごめんねｗｗｗ」と言いながら、変態が寄ってくると「変なやつがつきまとってキモいからブロックしました^^」と報告するブス
spam,なよなよしてる男もイキってる男もキモすぎる
spam,今回に限らずガチでちんぷろキモい。それと面白がってる囲いのガキもキモすぎ
spam,彼女に下ネタ連発する男クソキモい
spam,キモすぎて吐き気したわ
spam,もうキモすぎるからブロックいいすか？
spam,でたーww自意識過剰ww誰も見てねーからwwだってクソブスじゃんww
spam,おでこが光り輝くのブスの特権だな…
spam,ブスwww
spam,きちわもるい はしよね ブス
spam,やめとけ顔ブスすぎ
spam,オンライン授業で萌声みたいな気持ち悪い声作ってるクソブス轢き殺したい
spam,芸能人とかはまあしゃあない 自分でブサイクな自撮りあげてブス言われたらフォロワー総出で晒しあげるブスは誹謗中傷されて当たり前
spam,女子鉄なんてブスばっかだろ 勘違い系のねくらブス
spam,高畑充希まじのがちで普通にブスの類じゃねw
spam,さりげないブス
spam,たぶんすっぴんブス
spam,ブスがよ
spam,ベッキー_よく見りゃブス
spam,着飾るんじゃねぇよブス
spam,なんでもかんでも真似してくんなよデブスが
spam,いやDV男は好かれんだろ 夢見すぎだブス
spam,いいですよじゃねえんだよ。ブスだからお断りしますだろ。笑わせんじゃねえよ。
spam,だからブスはブスのまんまなんだってば！ うるせぇkidsだなぁ！
spam,鼻口がブス天使の笑顔
spam,ブスのくせに「もう無理」とかつぶやかないでくんね？お前が無理だわｗｗｗ
spam,ジョニー(たいき、)はブス
spam,努力しててもブスはブスです( '-' )
spam,ブスすぎた笑
spam,ブス同士お幸せにーwww どうせ別れると思うけどwwwwwwwwwwwwwww
spam,まじで全然ブスばっかりでウケる
spam,ブスだな〜〜wwwww
spam,ネット向いてないやめろブス
spam,クソブスすぎてワロタwwww
spam,ブスやん
spam,被害者面するブス
spam,dgs_akane ブスは私のTLにのらないでくんない？
spam,半目で仕事してるわ クソブスがさらにゴミブスに
spam,あーもうマジ回ってんなーこのブス
spam,何笑ってんの？WWWWWWWWしねぶすWWWWWWWW
spam,ロリコンしね
spam,デブ笑笑
spam,おデブですねえ
spam,ブレーキパッドがタイヤに干渉してパンクしていた 異変に気づかず2回同じ理由でパンクさせてしまった。 バカアホ間抜けうんこ
spam,自信→自身 誤字っとる時点でアホ
spam,みんな心にデスノートを持ってるけど、それをさらけ出すとか？ アホなんかな
spam,アホすぎる（笑）
spam,女子ウケ狙うカス
spam,クソリプすんなカス
spam,黙れカス
spam,クソ野郎死にやがれカス!!マーク!!マーク!!マーク!!マークおれは死ぬ!!マーク!!マーク!!マーク!!マーク今日は居酒屋です!!マーク!!マーク!!マーク!!マーク!!マーク!!マーク死ね〜〜〜〜〜!!マーク!!マーク!!マーク!!マーク!!マーク!!マーク
spam,Greeeen裏声なしで歌えない女はカス
spam,こういう都会カスほんま嫌い
spam,もうキレたわペプシ派になります俺の勝ち。なんで買わなくなったか明日までに考えとけカス。
spam,ってかスポーツ名乗ってるだけで運動名乗ってる訳じゃないんだから別にいいだろカス。
spam,保健室に行く奴はカス
spam,まじくそみてぇなクソ上から目線のメルカス野郎に購入されてストレス爆破 死ねやカス
spam,消えろカス
spam,しねチンカス
spam,ゴミカス
spam,ホンマこれゴミカス中のゴミカスやと思ふ。アホ中のアホやろ。
spam,もしかしなくても: ゴミカス死ねの人
spam,カス
spam,またきたの？お前だるすぎだろwwwwwww 死ねよマジでw いつまでかまちょしてくる訳？ やってる事しょーもなさすぎてくそきもいから訴えかける顔 さっさと消えろ〜 私の顔面晒して楽しそうでいいねうろたえた顔 晒されて怖いよ訴えかける顔もー顔面バレてもなんて言われようといいわ白いビックリマーク
spam,消えろ
spam,まじ男って誰でも良いんだよねwww
spam,なにか勘違いしてはるみたいですけど 貴方と同じような低俗なことはしません。 勝手に人のせいにしないでください。 気分悪い消えろ
spam,は？きもちわる。 そんなこと言ってたって彼氏にガンガン会いたい〜訴えかける顔とか言ってきてんの知ってんだよ。 消えろよ。
spam,8512回目 : 目障りなやつら。消えろ。
spam,ぶさいくども
spam,うるせえぶっとばすぞぶさいく
spam,ナンパしてくるやつ、まじ自分の顔みたことあんの?いくらB専でもがっついてるぶさいくは嫌い！ナンパ本当イライラする‥
spam,やべぇバカじゃん
spam,会ってるヤツらはまじのバカ
spam,ほんときもいんだけど タラシのクズ野郎よりも 気を使ってるバカの方が嫌い。 だってたらしのほうがまだ頭いいもん 彼女だぞ？？恋人だぞ？？？ 本音を言いあえてそれで恋人って言うんじゃねぇの？ なんで気なんか使われなきゃ行けねぇの？ きもいきもいきもい。おぇ… きっしょい。
spam,草生える 草通り越して森 気持ち悪い消えて欲しい ほんと死ねばいいのに
spam,岡村慶太の野郎死ねやボケが！ 金返せクズ、消え失せろよゴミ
spam,高須克弥は、近よぅて来るな😡 小池百合子も近寄ってくるな👿 死ねば良いのにね。』
spam,お前だよ死ね
spam,キモ死ねゴミ
spam,プリウス死ね
spam,イケメンは死ね
spam,死ね障害者
spam,クソヤロー共！！ 全員死ね！！！！
spam,詐欺師。死ね。
spam,足臭すぎ死ね
spam,男死ね
spam,女死ね
spam,うざい。死ね。
spam,うざい客全員来んなまじで
spam,かなりうざい 今までで1番うざい 何がしたいのか分からない
spam,公式から送んなハゲ
spam,うるっせーんだよこの野郎ーーーッ
spam,カス
spam,ガキが…
spam,学校始まって久しぶりに行ったらやっぱりブスしかいなかったわwww とか、 みんなマスクしてるから可愛く見えたけどマスク外したらやっぱり酷かったwww ってツイートしてるシージ民(男)多いけど、お前らも女子からそー思われてるんだぞ。って考えたらなんか悲しくなってきた 頑張れよ。シージ民共。
spam,きも。がちきもい
spam,ラブホでffと出会い厨とかラブホで祭壇撮るとかがちで気色悪いから切る 正直きもい、きしょい、きもい ガチで気持ち悪いほんとに
spam,こうゆうの普通に無理 きもい 女の子ってこれが日常なの？ 自分の好きな人がこんなdmしてたら 普通にイライラしますよね(怒りマーク^ω^)
spam,アンパンマンきも
spam,くそきもいし怖いんだけど無理
spam,きもすぎwwwwwwwww
spam,ウチのメイドがウザすぎる
spam,いやまってJKウザすぎんか？バカくそ割り込むやんけ
spam,嫌いな社員がやたら声掛けてきたり触ってきたりするのまじでストレス過ぎて愚痴ってたら 「普通にお気に入りなんだと思う、、扱いが違う、、」て言われて 塩対応してんのに？て言ったら「それが良いのかも、、」て言われて益々気持ち悪いってなってる大爆笑 キモくてウザくてMとかしんどいわw
spam,ブスだし頭悪いしウザいし何なのこの庶民
spam,俺の近くにすっごい気持ち悪いヤツがいるんだよねwwwwwwwえ？誰ってそこにいるだろwwwだかwwwらwwそこにいるお前だよwww自分で気づけよwwくっはああああははっはははwwwwwもしかして自分でもきもすぎてわからなかったの？wwwwわろりーぬwwwwww
spam,スマブラ使い手悪口bot ゼルダ使いは毎回赤点ギリギリを取る。赤点とった奴にはめっちゃマウントを取っている。ウザい
spam,上司の絡みが本当にウザい
spam,なんなん？あいつ。 ストレスしかたまんない。 うちにとってマイナスにしかならない。なんで家にいんの？ウザ。
spam,快適生活ラジオショッピングまじでウザい
spam,クズすぎる…
spam,共同通信は朝日新聞とネタを共有してるクズ。
spam,このご時世にマスク付けない男はどうせコンドームも付けないようなクズ男なので別れた方がいいって僕のおばあちゃんが言ってました
spam,タバコの銘柄で人柄が分かるみたいなツイート見た事あるけどタバコ吸ってる人ら全員クズっすよ
spam,つかえねーなクズ つかえるなクズ つかわれたなクズ つかったなクズ
spam,クズどもは消えろ。
spam,完全にキチガイやろ うざ
spam,撮り鉄キチガイすぎだろ たかが電車の写真撮る為に田んぼダメにするとか
spam,こんなキチガイを選んだ名古屋市民は、トランプを選んだアメリカ国民に匹敵する。 もう一度騙されるか？
spam,橋本潮さ売れたのロマンティックあげるよだけやろ。 ずっと余韻に浸ってんのか知らんけどさ私は有名人なんだ偉いんだぞ見たいな態度じゃけ見とってクソキモイわ。 オマケに害持ちレベルでキチガイだしメンタル鋼だしあのおばはん強すぎだろwwwwww
spam,Twitter for iPad は全員キチガイ
spam,YouTubeに出現するキチガイ韓国人その1
spam,ああ キチガイが怒ってるよ こわーい笑 一般的な野球ファンを勉強してください！
spam,階段も使えねえゴミオタク共がよォ...とか思いながら2階で用事を済ますオタク
spam,ふざけんなよ。コロナ の予算減らせだ？国民の事本当に考えないゴミ政党だな
spam,反日マスゴミが一番当選させたくない日本人w
spam,ゴミクズすぎて逆に草生えるわこんなん
spam,うざいしね！出前もっと遅く頼めただろ！！！！！ほんとしねや
spam,うわキモしね陰キャ
spam,警察よ、お待らは神じゃない。しねばいい
spam,クソ田舎者しねカス
spam,だいちゅきとかゆー男いっちゃんきもい。しんぷるにだいすきでいいやん、しね
spam,イキリしねよ
spam,きも。しね
spam,しねくそじじい
spam,しねばいいのに…
spam,きっしょ笑 しね笑
spam,羨ましいです。 僕の毒母親なんかは、亡き親父をATMとしか考えて無く 独り息子の僕自身も介護係としてしか考えていませんでした。 親父が死んだ途端さっさと勝手に介護付き 老人ホームに入ってしまった身勝手な人です。
spam,この話何回目？お母さん死にまくって可愛そうやわ
ham,まぁTiktokにさえあげてなかったら、いい話だったんですけどね
ham,あのさぁ...
spam,こいつお涙頂戴系だと思うんですけど
ham,道徳で習ったこの話
ham,この類の話よく聞くけど本当に泣ける
spam,@kurochan96wawa #糖尿病 #自暴自棄 #自殺行為 #残された時間 #あと僅か #不要不急 #毎日ご褒美 #毎日ご褒美 #自撮り止めろ #43歳児 #この風体でナルシスト #無かった事にするのか #結婚まであと何日 #ダイエット… https://t.co/Cn17076XUb
spam,@kurochan96wawa 鹿の糞でも入れたらいいしん❗
spam,@kurochan96wawa 床にぶちまけて嫌な顔されてください
ham,@kurochan96wawa 定期 https://t.co/vLmC65z2UW
spam,@kurochan96wawa 渡部さんの次は僕がグルメ芸人として頑張るしんよ あーんなんなの〜、汚料理研究家ってひどいしん
ham,@kurochan96wawa お昼ごはんは？(´・ω・`)?
spam,@kurochan96wawa 膵臓の機能が停止するといいな！
spam,@kurochan96wawa めちゃ毎日外出してるwww
spam,@kurochan96wawa 腹だけはどんどん成長していくロリコンストーカー野郎クソデブ黒川💩🐷 https://t.co/1aPPX7w9QE
ham,@kurochan96wawa 家に自家製タピオカあるじゃん
spam,@kurochan96wawa 噛まずにゴックンして下さい。1日10杯くらい飲んで下さいね。
ham,@kurochan96wawa しん！って言えよ♪
ham,@kurochan96wawa タピオカの写真は良いけど 黒川の自撮りはいらない
ham,@kurochan96wawa 出したものを食うってエコですね
spam,@kurochan96wawa 100キロキープお疲れ様です。
ham,@kurochan96wawa 今更タピオカ？古くない
ham,@kurochan96wawa お待たせしました、タピオカです❗しっかり吸い込んで下さい👩 https://t.co/H4KJMPieQW
spam,@kurochan96wawa 悩んだ末は、それかい😅
ham,@kurochan96wawa 紅茶に正露丸入れて飲んどけ！って渡部が言ってました。
ham,@kurochan96wawa ただの澱粉なんだけどな。
spam,@kurochan96wawa クロちゃんは、結婚しない方がいいよ。結婚しなければ何股かけようと不倫じゃなくなり謹慎しなくていいから。
spam,@kurochan96wawa しんは？
spam,@kurochan96wawa タピオカがクロちゃんに拒絶反応が出てるように見えるの俺だけ？
spam,@kurochan96wawa デブの元もう太ってるけど！
ham,@kurochan96wawa こちら
spam,@kurochan96wawa カッコつけてるつもりかもしれないけど全然無理。
ham,@kurochan96wawa たくさん糖分取れよ！
spam,@kurochan96wawa タピオカは結構太るよ なかなか消化されないって聞いた。痩せる気ゼロだな
ham,@kurochan96wawa なるほど‼️タピオカの親分が言うからには間違い無いだしん🤗
spam,@kurochan96wawa 全く可愛くないんだな～これが♪ 老けたよね？
spam,@kurochan96wawa タピオカみたいな頭しやがって
ham,@kurochan96wawa はいはい
spam,@kurochan96wawa 黒川も顔を黒く塗ったらタピオカやね
spam,@kurochan96wawa カエル料理じゃなくてカエルの卵吸ってて草
spam,@kurochan96wawa ストロー長っ
ham,@kurochan96wawa 水ダウのミックスジュースは？
spam,@kurochan96wawa タピオカ=キャッサバ芋❗️イモ～ https://t.co/USmZezboUQ
ham,@kurochan96wawa べびたっぴ な
ham,@kurochan96wawa ﾂﾏﾝﾈ
spam,@kurochan96wawa コイツ…マスクもせずに堂々と外に出てるよ…
spam,@kurochan96wawa タピオカみたいな頭しやがって
ham,@kurochan96wawa 「弟よ、元気か？」 https://t.co/XYDiF2sO7a
spam,@kurochan96wawa でかいタピオカが喋ってる
ham,@kurochan96wawa そりゃ美味いだろうよ 角砂糖がたんまりと入ってるからな
spam,@kurochan96wawa タピオカの形をした松竹の芸人がタピオカドリンクを飲んでいる件について
spam,@kurochan96wawa 君の頭がタピオカやけど、、
spam,@kurochan96wawa 世界一タピオカが似合わない男 黒川明人😊
spam,@kurochan96wawa タピオカどっち？？？
ham,@kurochan96wawa いいものを見せてあげよう https://t.co/Gr1TBoHCNZ
spam,@kurochan96wawa タピオカみたいなフォルムだな
spam,@kurochan96wawa お前の顔なければめっちゃうまそう。
ham,@kurochan96wawa 💩入ってる
spam,@kurochan96wawa ウロチョロすんな さっさも帰れや
spam,@kurochan96wawa キショしん｀ｨ(´∀｀∩
ham,@kurochan96wawa 豚骨スープ
ham,@kurochan96wawa タピオカ美味しそうです！(*´ω｀*)
ham,@kurochan96wawa 🐙本日のアンニュイ🤔クロちゃん🤭
ham,@kurochan96wawa 気色悪い自撮り載せんな
spam,@kurochan96wawa 動物みたいに欲望のまま好き勝手に生きてるのに何を悩む事があるのだ？
spam,@kurochan96wawa 悩んでるしんよ、汚でんの次の汚料理を何にするか？
ham,@kurochan96wawa あれ？クロマニヨンじゃなかったの？
spam,@kurochan96wawa まさか、歌詞作りの悩みとか言わないよね？
spam,@kurochan96wawa 背毛ボーボー廃人は黙っとけ！
ham,@kurochan96wawa いちいちウインクしないと、撮影できねーのかお前は💢💥💢💥💢💥💢💥💢お前の神経どうなってるの💢💥💢💥💢(´ヘ｀;)
ham,@kurochan96wawa なんなのぉー(; ;)
ham,@kurochan96wawa 出た！芸NO人の真骨頂!!
ham,@kurochan96wawa その顔で悩んでも解決したとしてもいい結果にはならないだろうな
spam,@kurochan96wawa 気持ち悪いしん
ham,@kurochan96wawa 昼ご飯食べに店に入ったけど何を頼むか悩んでるの？
ham,@kurochan96wawa クロちゃんクラスの天才でも悩むことってあるんだなぁ🤔
ham,@kurochan96wawa やっつけなんだから悩む必要ないでしょう
spam,@kurochan96wawa お店でかわいい女の子物色して目で犯すのやめなよクロちゃん😂
ham,@kurochan96wawa 結婚するまで何日はもうやめたんですか？
ham,@kurochan96wawa どうせメシか女だろ？
ham,@kurochan96wawa あんまり悩まないでくださいね
ham,@kurochan96wawa おやつを何食べるか考えてるんだね‼️🎵😉
ham,@kurochan96wawa どこのキャバクラに行くか程度で悩んでる感じ出すの止めてくれる？
ham,@kurochan96wawa 何を食べようかでなやんでるしんね？
ham,@kurochan96wawa イケメン過ぎzoy
ham,@kurochan96wawa 知るかあほ🤣
ham,@kurochan96wawa どうせ飯のことに決まってる
ham,@kurochan96wawa 何を⁉️
ham,@kurochan96wawa 渡部さんに何か言って欲しいしん！ https://t.co/4r8Edx0qpT
spam,@kurochan96wawa いや、コレはなんも考えてねぇーな。
